x1,y1
0,1
0.001001,1
0.002002,1
0.003003,1
0.004004,1
0.005005,1
0.006006,1
0.007007,1
0.008008,1
0.009009,1
0.01001,1
0.011011,1
0.012012,1
0.013013,1
0.014014,1
0.015015,1
0.016016,1
0.017017,1
0.018018,1
0.019019,1
0.02002,1
0.021021,1
0.022022,1
0.023023,1
0.024024,1
0.025025,1
0.026026,1
0.027027,1
0.028028,1
0.029029,1
0.03003,1
0.031031,1
0.032032,1
0.033033,1
0.034034,1
0.035035,1
0.036036,1
0.037037,1
0.038038,1
0.039039,1
0.04004,1
0.041041,1
0.042042,1
0.043043,1
0.044044,1
0.045045,1
0.046046,1
0.047047,1
0.048048,1
0.049049,1
0.05005,1
0.051051,1
0.052052,1
0.053053,1
0.054054,1
0.055055,1
0.056056,1
0.057057,1
0.058058,1
0.059059,1
0.06006,1
0.061061,1
0.062062,1
0.063063,1
0.064064,1
0.065065,1
0.066066,1
0.067067,1
0.068068,1
0.069069,1
0.07007,1
0.071071,1
0.072072,1
0.073073,1
0.074074,1
0.075075,1
0.076076,1
0.077077,1
0.078078,1
0.079079,1
0.08008,1
0.081081,1
0.082082,1
0.083083,1
0.084084,1
0.085085,1
0.086086,1
0.087087,1
0.088088,1
0.089089,1
0.09009,1
0.091091,1
0.092092,1
0.093093,1
0.094094,1
0.095095,1
0.096096,1
0.097097,1
0.098098,1
0.099099,1
0.1001,1
0.1011,1
0.1021,1
0.1031,1
0.1041,1
0.10511,1
0.10611,1
0.10711,1
0.10811,1
0.10911,1
0.11011,1
0.11111,1
0.11211,1
0.11311,1
0.11411,1
0.11512,1
0.11612,1
0.11712,1
0.11812,1
0.11912,1
0.12012,1
0.12112,1
0.12212,1
0.12312,1
0.12412,1
0.12513,1
0.12613,1
0.12713,1
0.12813,1
0.12913,1
0.13013,1
0.13113,1
0.13213,1
0.13313,1
0.13413,1
0.13514,1
0.13614,1
0.13714,1
0.13814,1
0.13914,1
0.14014,1
0.14114,1
0.14214,1
0.14314,1
0.14414,1
0.14515,1
0.14615,1
0.14715,1
0.14815,1
0.14915,1
0.15015,1
0.15115,1
0.15215,1
0.15315,1
0.15415,1
0.15516,1
0.15616,1
0.15716,1
0.15816,1
0.15916,1
0.16016,1
0.16116,1
0.16216,1
0.16316,1
0.16416,1
0.16517,1
0.16617,1
0.16717,1
0.16817,1
0.16917,1
0.17017,1
0.17117,1
0.17217,1
0.17317,1
0.17417,1
0.17518,1
0.17618,1
0.17718,1
0.17818,1
0.17918,1
0.18018,1
0.18118,1
0.18218,1
0.18318,1
0.18418,1
0.18519,1
0.18619,1
0.18719,1
0.18819,1
0.18919,1
0.19019,1
0.19119,1
0.19219,1
0.19319,1
0.19419,1
0.1952,1
0.1962,1
0.1972,1
0.1982,1
0.1992,1
0.2002,1
0.2012,1
0.2022,1
0.2032,1
0.2042,1
0.20521,1
0.20621,1
0.20721,1
0.20821,1
0.20921,1
0.21021,1
0.21121,1
0.21221,1
0.21321,1
0.21421,1
0.21522,1
0.21622,1
0.21722,1
0.21822,1
0.21922,1
0.22022,1
0.22122,1
0.22222,1
0.22322,1
0.22422,1
0.22523,1
0.22623,1
0.22723,1
0.22823,1
0.22923,1
0.23023,1
0.23123,1
0.23223,1
0.23323,1
0.23423,1
0.23524,1
0.23624,1
0.23724,1
0.23824,1
0.23924,1
0.24024,1
0.24124,1
0.24224,1
0.24324,1
0.24424,1
0.24525,1
0.24625,1
0.24725,1
0.24825,1
0.24925,1
0.25025,1
0.25125,1
0.25225,1
0.25325,1
0.25425,1
0.25526,1
0.25626,1
0.25726,1
0.25826,1
0.25926,1
0.26026,1
0.26126,1
0.26226,1
0.26326,1
0.26426,1
0.26527,1
0.26627,1
0.26727,1
0.26827,1
0.26927,1
0.27027,1
0.27127,1
0.27227,1
0.27327,1
0.27427,1
0.27528,1
0.27628,1
0.27728,1
0.27828,1
0.27928,1
0.28028,1
0.28128,1
0.28228,1
0.28328,1
0.28428,1
0.28529,1
0.28629,1
0.28729,1
0.28829,1
0.28929,1
0.29029,1
0.29129,1
0.29229,1
0.29329,1
0.29429,1
0.2953,1
0.2963,1
0.2973,1
0.2983,1
0.2993,1
0.3003,1
0.3013,1
0.3023,1
0.3033,1
0.3043,1
0.30531,1
0.30631,1
0.30731,1
0.30831,1
0.30931,1
0.31031,1
0.31131,1
0.31231,1
0.31331,1
0.31431,1
0.31532,1
0.31632,1
0.31732,1
0.31832,1
0.31932,1
0.32032,1
0.32132,1
0.32232,1
0.32332,1
0.32432,1
0.32533,1
0.32633,1
0.32733,1
0.32833,1
0.32933,1
0.33033,1
0.33133,1
0.33233,1
0.33333,1
0.33433,1
0.33534,1
0.33634,1
0.33734,1
0.33834,1
0.33934,1
0.34034,1
0.34134,1
0.34234,1
0.34334,1
0.34434,1
0.34535,1
0.34635,1
0.34735,1
0.34835,1
0.34935,1
0.35035,1
0.35135,1
0.35235,1
0.35335,1
0.35435,1
0.35536,1
0.35636,1
0.35736,1
0.35836,1
0.35936,1
0.36036,1
0.36136,1
0.36236,1
0.36336,1
0.36436,1
0.36537,1
0.36637,1
0.36737,1
0.36837,1
0.36937,1
0.37037,1
0.37137,1
0.37237,1
0.37337,1
0.37437,1
0.37538,1
0.37638,1
0.37738,1
0.37838,1
0.37938,1
0.38038,1
0.38138,1
0.38238,1
0.38338,1
0.38438,1
0.38539,1
0.38639,1
0.38739,1
0.38839,1
0.38939,1
0.39039,1
0.39139,1
0.39239,1
0.39339,1
0.39439,1
0.3954,1
0.3964,1
0.3974,1
0.3984,1
0.3994,1
0.4004,1
0.4014,1
0.4024,1
0.4034,1
0.4044,1
0.40541,1
0.40641,1
0.40741,1
0.40841,1
0.40941,1
0.41041,1
0.41141,1
0.41241,1
0.41341,1
0.41441,1
0.41542,1
0.41642,1
0.41742,1
0.41842,1
0.41942,1
0.42042,1
0.42142,1
0.42242,1
0.42342,1
0.42442,1
0.42543,1
0.42643,1
0.42743,1
0.42843,1
0.42943,1
0.43043,1
0.43143,1
0.43243,1
0.43343,1
0.43443,1
0.43544,1
0.43644,1
0.43744,1
0.43844,1
0.43944,1
0.44044,1
0.44144,1
0.44244,1
0.44344,1
0.44444,1
0.44545,1
0.44645,1
